carat,depth,x,y,z,color_E,color_F,color_G,color_H,color_I,color_J
0.54,63.2,5.21,5.17,3.28,0,0,0,0,0,0
0.73,62.0,5.79,5.76,3.58,0,0,0,0,1,0
1.01,63.2,6.28,6.25,3.96,1,0,0,0,0,0
0.51,58.2,5.33,5.29,3.09,1,0,0,0,0,0
0.51,61.7,5.1,5.2,3.18,0,0,1,0,0,0
0.53,62.7,5.18,5.16,3.24,0,0,1,0,0,0
1.01,60.5,6.49,6.53,3.94,0,1,0,0,0,0
0.9,63.4,6.19,6.11,3.9,1,0,0,0,0,0
0.31,62.2,4.38,4.43,2.74,0,0,0,1,0,0
0.31,61.8,4.33,4.34,2.68,1,0,0,0,0,0
2.53,61.1,8.82,8.76,5.37,0,0,0,1,0,0
1.05,62.7,6.45,6.51,4.06,0,0,1,0,0,0
0.3,60.9,4.34,4.39,2.66,0,0,1,0,0,0
0.92,61.8,6.21,6.25,3.85,0,1,0,0,0,0
1.0,63.7,6.41,6.36,4.07,0,0,0,1,0,0
0.3,63.6,4.28,4.33,2.74,0,1,0,0,0,0
0.38,61.3,4.67,4.7,2.87,0,1,0,0,0,0
0.3,63.4,4.3,4.25,2.71,0,0,0,1,0,0
0.78,62.3,5.91,5.88,3.67,0,1,0,0,0,0
1.15,62.3,6.74,6.67,4.18,0,0,0,0,1,0
0.51,61.9,5.09,5.15,3.17,0,0,0,0,0,0
0.7,61.5,5.67,5.78,3.52,1,0,0,0,0,0
1.11,61.6,6.66,6.61,4.09,1,0,0,0,0,0
1.43,60.5,7.25,7.34,4.41,0,0,0,0,0,1
1.35,62.1,6.97,7.05,4.35,0,0,0,0,1,0
0.59,63.7,5.31,5.36,3.4,0,1,0,0,0,0
0.48,61.9,5.03,5.08,3.13,0,0,1,0,0,0
0.71,59.9,5.82,5.79,3.48,0,0,1,0,0,0
1.02,59.9,6.6,6.55,3.94,1,0,0,0,0,0
0.71,60.4,5.79,5.83,3.51,0,0,0,0,0,0
1.81,59.9,7.85,7.91,4.72,0,0,0,0,1,0
1.08,63.1,6.51,6.46,4.09,0,1,0,0,0,0
1.04,62.2,6.45,6.48,4.02,0,1,0,0,0,0
1.0,64.9,6.2,6.14,4.01,0,0,1,0,0,0
0.51,61.4,5.2,5.22,3.2,0,0,1,0,0,0
0.42,61.6,4.79,4.82,2.96,0,0,0,0,0,0
0.32,62.0,4.41,4.37,2.72,1,0,0,0,0,0
0.36,61.9,4.54,4.57,2.82,0,0,0,0,1,0
1.01,63.9,6.36,6.29,4.04,0,0,0,0,0,0
1.09,60.0,6.73,6.68,4.02,0,0,0,1,0,0
0.7,61.0,5.69,5.72,3.48,0,0,1,0,0,0
0.7,61.7,5.67,5.7,3.51,1,0,0,0,0,0
0.53,62.8,5.21,5.17,3.26,1,0,0,0,0,0
0.3,62.6,4.28,4.32,2.69,0,0,1,0,0,0
0.32,61.3,4.43,4.47,2.73,1,0,0,0,0,0
0.82,60.7,6.01,5.98,3.64,0,0,1,0,0,0
0.42,61.3,4.83,4.86,2.97,0,0,0,1,0,0
1.01,61.0,6.47,6.54,3.97,1,0,0,0,0,0
0.7,62.4,5.66,5.69,3.54,1,0,0,0,0,0
0.31,63.5,4.3,4.33,2.74,0,0,1,0,0,0
0.83,60.0,6.08,6.05,3.64,0,0,0,1,0,0
0.37,61.9,4.63,4.65,2.87,0,0,0,1,0,0
0.32,61.2,4.4,4.43,2.7,1,0,0,0,0,0
1.17,62.4,6.76,6.71,4.2,0,1,0,0,0,0
0.72,63.5,5.66,5.62,3.58,0,0,0,1,0,0
0.3,61.3,4.33,4.35,2.66,0,1,0,0,0,0
1.0,62.0,6.36,6.45,3.97,0,0,0,0,0,1
0.31,63.1,4.32,4.3,2.72,0,0,1,0,0,0
0.41,60.7,4.79,4.77,2.9,1,0,0,0,0,0
0.55,63.0,5.25,5.17,3.28,1,0,0,0,0,0
0.31,61.6,4.38,4.35,2.69,1,0,0,0,0,0
0.85,61.8,6.07,6.1,3.76,0,0,0,1,0,0
0.3,62.7,4.25,4.3,2.68,0,1,0,0,0,0
0.4,60.0,4.76,4.8,2.87,0,0,1,0,0,0
1.05,60.5,6.62,6.53,3.98,0,0,0,0,0,0
0.3,63.5,4.19,4.22,2.67,0,1,0,0,0,0
0.3,61.2,4.31,4.28,2.63,0,0,0,1,0,0
2.45,63.5,8.7,8.58,5.49,0,0,0,1,0,0
0.33,61.2,4.47,4.49,2.74,0,1,0,0,0,0
0.77,64.1,5.84,5.77,3.72,1,0,0,0,0,0
1.07,62.4,6.55,6.5,4.07,0,1,0,0,0,0
0.32,61.3,4.33,4.38,2.67,0,0,0,1,0,0
0.9,62.6,6.06,6.11,3.81,1,0,0,0,0,0
2.03,61.5,8.15,8.07,4.99,0,0,1,0,0,0
0.36,58.2,4.68,4.74,2.74,1,0,0,0,0,0
0.31,61.6,4.36,4.37,2.69,0,0,0,0,0,0
1.51,62.2,7.28,7.34,4.55,0,0,1,0,0,0
0.36,61.7,4.56,4.52,2.8,1,0,0,0,0,0
0.33,62.5,4.41,4.45,2.77,0,0,0,0,0,0
0.33,61.4,4.42,4.44,2.72,0,0,0,1,0,0
1.01,62.5,6.39,6.42,4.0,1,0,0,0,0,0
0.9,61.1,6.12,6.26,3.78,1,0,0,0,0,0
0.3,61.9,4.28,4.33,2.67,0,0,0,0,0,0
1.2,60.9,6.91,6.81,4.18,0,0,0,1,0,0
0.53,62.7,5.18,5.15,3.24,0,0,0,0,0,1
0.76,63.0,5.79,5.76,3.64,1,0,0,0,0,0
0.71,57.3,5.96,5.76,3.36,0,1,0,0,0,0
0.5,61.6,5.08,5.11,3.14,0,1,0,0,0,0
0.9,62.5,6.14,6.11,3.83,0,0,0,0,0,0
1.21,63.6,6.63,6.68,4.23,0,0,0,1,0,0
0.72,60.7,5.87,5.8,3.54,0,0,1,0,0,0
0.56,61.9,5.27,5.31,3.28,0,1,0,0,0,0
0.35,62.0,4.53,4.55,2.81,1,0,0,0,0,0
2.01,63.8,8.0,7.96,5.09,1,0,0,0,0,0
0.29,56.8,4.37,4.4,2.49,0,1,0,0,0,0
0.4,60.5,4.76,4.79,2.89,0,1,0,0,0,0
1.24,60.6,6.99,6.96,4.23,0,0,0,0,0,0
1.21,62.8,6.78,6.81,4.26,0,0,0,1,0,0
0.33,63.0,4.41,4.42,2.78,0,0,0,1,0,0
0.53,60.0,5.24,5.3,3.16,1,0,0,0,0,0
0.54,57.9,5.36,5.39,3.11,0,0,0,0,0,0
0.4,62.8,4.66,4.7,2.94,0,0,0,0,0,0
0.26,62.3,4.07,4.09,2.54,0,0,1,0,0,0
0.34,61.2,4.51,4.48,2.75,0,0,0,0,0,0
1.04,61.2,6.54,6.47,3.98,1,0,0,0,0,0
2.16,63.0,8.2,8.24,5.18,0,0,0,0,0,1
0.8,59.4,6.03,6.06,3.59,0,0,1,0,0,0
0.9,62.6,6.16,6.23,3.88,0,0,1,0,0,0
0.9,58.7,6.23,6.2,3.65,1,0,0,0,0,0
0.43,62.0,4.8,4.82,2.98,0,0,1,0,0,0
0.33,62.6,4.4,4.42,2.76,0,1,0,0,0,0
0.54,63.2,5.24,5.2,3.3,0,0,0,1,0,0
1.09,61.3,6.64,6.67,4.08,0,0,0,0,0,0
0.33,61.4,4.45,4.48,2.74,0,0,0,0,1,0
0.58,62.6,5.33,5.27,3.32,1,0,0,0,0,0
0.92,59.7,6.34,6.29,3.77,0,0,0,1,0,0
0.3,59.8,4.37,4.32,2.6,0,0,1,0,0,0
0.59,61.7,5.39,5.43,3.34,0,1,0,0,0,0
0.32,62.0,4.42,4.38,2.73,0,0,0,0,0,0
0.31,63.4,4.32,4.35,2.75,0,0,0,0,0,0
0.51,61.0,5.1,5.17,3.13,0,1,0,0,0,0
2.01,59.6,8.13,8.19,4.86,0,0,0,0,1,0
0.41,63.4,4.7,4.73,2.99,0,0,1,0,0,0
1.08,59.8,6.72,6.66,4.0,0,0,1,0,0,0
1.55,61.6,7.45,7.48,4.6,0,0,1,0,0,0
0.52,63.0,5.13,5.16,3.24,0,0,1,0,0,0
0.96,66.3,6.27,5.95,4.07,0,1,0,0,0,0
1.01,57.5,6.58,6.53,3.77,0,0,1,0,0,0
0.4,61.9,4.72,4.75,2.93,0,0,0,1,0,0
0.31,62.3,4.37,4.39,2.73,0,1,0,0,0,0
1.01,65.3,6.28,6.24,4.09,0,1,0,0,0,0
1.06,61.0,6.57,6.55,4.0,0,0,1,0,0,0
1.53,59.4,7.58,7.51,4.48,0,0,0,1,0,0
1.01,61.2,6.42,6.36,3.91,0,0,1,0,0,0
0.76,61.9,5.85,5.88,3.64,0,0,0,1,0,0
0.33,61.0,4.5,4.45,2.73,0,0,0,1,0,0
0.46,58.9,5.05,5.1,2.99,1,0,0,0,0,0
2.0,63.8,7.93,7.88,5.04,0,0,0,0,0,0
2.53,64.6,8.54,8.45,5.4,0,0,0,1,0,0
0.57,58.3,5.49,5.54,3.21,0,1,0,0,0,0
1.35,61.2,7.13,7.08,4.35,0,0,0,0,0,1
1.12,60.9,6.65,6.59,4.03,1,0,0,0,0,0
0.51,62.8,5.1,5.06,3.19,0,0,1,0,0,0
1.01,62.5,6.44,6.4,4.01,1,0,0,0,0,0
1.19,63.7,6.73,6.69,4.28,0,0,0,0,1,0
0.7,61.3,5.77,5.83,3.54,1,0,0,0,0,0
1.34,62.0,7.06,7.03,4.37,0,0,1,0,0,0
0.5,60.7,5.11,5.04,3.08,0,0,0,0,0,0
0.3,62.6,4.24,4.29,2.67,0,0,0,0,0,0
1.07,61.8,6.57,6.61,4.07,0,0,1,0,0,0
0.82,65.1,5.86,5.81,3.8,0,0,0,1,0,0
0.33,62.2,4.45,4.48,2.77,0,0,0,1,0,0
0.55,61.3,5.3,5.33,3.26,0,0,0,0,1,0
0.35,61.0,4.6,4.63,2.81,0,1,0,0,0,0
0.96,57.7,6.49,6.46,3.73,1,0,0,0,0,0
1.06,57.2,6.84,6.74,3.88,0,0,0,1,0,0
0.41,60.7,4.83,4.79,2.92,1,0,0,0,0,0
0.44,62.0,4.89,4.91,3.04,0,0,1,0,0,0
1.25,62.6,6.83,6.91,4.3,1,0,0,0,0,0
1.14,61.7,6.75,6.77,4.17,0,0,0,0,1,0
1.71,62.1,7.65,7.61,4.74,0,0,1,0,0,0
0.73,63.9,5.76,5.69,3.65,0,0,1,0,0,0
1.67,61.6,7.61,7.64,4.7,0,0,0,0,1,0
0.83,61.8,6.01,6.06,3.73,0,1,0,0,0,0
0.35,61.7,4.52,4.56,2.8,0,0,0,0,1,0
0.5,62.8,4.99,5.01,3.14,0,0,1,0,0,0
0.3,61.9,4.3,4.33,2.67,0,0,0,0,0,1
0.39,60.1,4.76,4.72,2.85,1,0,0,0,0,0
0.5,62.9,5.04,5.11,3.19,0,0,1,0,0,0
0.38,62.0,4.64,4.67,2.89,0,0,1,0,0,0
0.56,61.7,5.35,5.28,3.28,1,0,0,0,0,0
1.01,63.7,6.38,6.31,4.05,1,0,0,0,0,0
0.93,60.3,6.37,6.31,3.82,0,0,0,0,0,1
1.51,63.0,7.3,7.28,4.59,0,0,0,0,1,0
0.51,61.3,5.1,5.14,3.14,0,0,0,1,0,0
0.33,60.9,4.52,4.48,2.74,0,0,0,1,0,0
1.53,61.6,7.35,7.32,4.52,1,0,0,0,0,0
0.42,60.3,4.83,4.86,2.92,0,1,0,0,0,0
1.01,59.0,6.62,6.56,3.89,0,0,1,0,0,0
0.55,62.5,5.24,5.22,3.27,0,0,0,0,0,1
1.01,63.1,6.33,6.42,4.02,0,0,1,0,0,0
2.01,61.0,8.16,8.11,4.96,0,0,0,0,1,0
0.76,64.1,5.75,5.73,3.68,0,0,0,0,1,0
0.74,61.8,5.79,5.82,3.59,0,0,0,0,0,0
1.52,63.5,7.28,7.24,4.61,0,0,0,1,0,0
0.3,62.1,4.32,4.31,2.68,0,1,0,0,0,0
1.28,62.7,6.94,6.97,4.36,0,0,1,0,0,0
0.35,61.7,4.53,4.55,2.8,1,0,0,0,0,0
0.41,63.7,4.7,4.75,3.01,0,0,1,0,0,0
0.7,61.7,5.68,5.73,3.52,0,1,0,0,0,0
0.34,62.6,4.5,4.45,2.8,0,0,0,1,0,0
0.54,61.7,5.23,5.27,3.24,0,0,0,1,0,0
0.7,59.6,5.79,5.72,3.43,0,1,0,0,0,0
0.95,62.6,6.23,6.26,3.91,0,0,0,0,0,1
0.41,61.8,4.77,4.78,2.95,1,0,0,0,0,0
1.07,61.7,6.59,6.57,4.06,0,0,0,0,1,0
1.7,63.9,7.61,7.53,4.84,0,0,0,1,0,0
0.33,61.0,4.49,4.52,2.75,0,0,1,0,0,0
0.9,61.9,6.17,6.21,3.83,0,0,0,1,0,0
0.58,62.9,5.3,5.32,3.34,0,0,0,0,0,1
1.5,62.6,7.26,7.3,4.56,0,0,0,1,0,0
0.4,60.7,4.8,4.75,2.9,0,1,0,0,0,0
0.55,62.5,5.25,5.22,3.27,0,1,0,0,0,0
0.35,61.6,4.54,4.55,2.8,0,0,0,0,0,0
1.0,64.0,6.29,6.24,4.01,0,0,0,0,0,0
0.51,63.2,5.11,5.08,3.22,0,0,1,0,0,0
1.0,64.2,6.23,6.29,4.02,0,0,0,0,0,0
0.32,61.9,4.44,4.41,2.74,0,0,0,0,0,0
1.21,60.1,6.92,6.99,4.18,0,0,0,0,0,0
0.43,60.9,4.86,4.89,2.97,0,0,1,0,0,0
0.5,63.7,5.05,4.9,3.17,0,0,0,0,0,0
0.74,62.4,5.78,5.71,3.59,0,0,0,1,0,0
0.31,61.8,4.38,4.42,2.72,0,0,1,0,0,0
0.64,62.3,5.51,5.53,3.44,0,1,0,0,0,0
0.3,63.3,4.26,4.3,2.71,0,0,0,0,0,0
2.28,61.6,8.44,8.37,5.18,0,0,1,0,0,0
0.57,63.4,5.26,5.21,3.32,0,0,1,0,0,0
0.41,62.6,4.77,4.72,2.97,0,0,0,0,0,0
0.81,63.7,5.86,5.94,3.76,1,0,0,0,0,0
1.01,64.5,6.29,6.21,4.03,1,0,0,0,0,0
0.38,62.0,4.64,4.66,2.89,0,0,1,0,0,0
0.76,59.6,5.91,5.96,3.54,0,1,0,0,0,0
1.03,66.1,6.26,6.2,4.12,0,0,1,0,0,0
0.4,62.9,4.72,4.69,2.96,1,0,0,0,0,0
0.57,62.0,5.31,5.34,3.3,1,0,0,0,0,0
1.54,61.2,7.45,7.41,4.55,0,0,0,0,0,1
0.41,62.1,4.75,4.78,2.96,1,0,0,0,0,0
1.01,63.0,6.28,6.35,3.98,0,0,1,0,0,0
1.71,62.3,7.66,7.62,4.76,0,0,0,1,0,0
0.91,60.5,6.19,6.23,3.76,1,0,0,0,0,0
1.5,61.3,7.41,7.37,4.53,0,0,1,0,0,0
0.31,61.3,4.34,4.37,2.67,0,1,0,0,0,0
0.81,59.1,6.09,6.16,3.62,0,0,0,1,0,0
0.33,60.8,4.47,4.48,2.72,0,0,0,0,0,0
1.08,61.6,6.58,6.62,4.07,0,0,0,0,0,0
0.72,60.8,5.81,5.83,3.54,0,1,0,0,0,0
1.03,60.7,6.58,6.56,3.99,0,1,0,0,0,0
0.48,60.4,5.07,5.03,3.05,1,0,0,0,0,0
1.2,62.4,6.81,6.75,4.23,0,1,0,0,0,0
0.63,60.8,5.53,5.55,3.37,1,0,0,0,0,0
0.33,61.1,4.49,4.55,2.76,0,0,0,0,0,1
0.75,61.6,5.84,5.81,3.59,1,0,0,0,0,0
0.43,60.7,4.88,4.91,2.97,0,0,0,0,0,0
0.71,61.8,5.7,5.75,3.54,0,0,0,1,0,0
0.55,61.3,5.28,5.23,3.22,0,0,1,0,0,0
1.01,63.0,6.33,6.36,4.0,0,0,0,1,0,0
1.01,60.4,6.48,6.44,3.9,0,0,0,0,0,1
0.72,61.5,5.74,5.76,3.54,0,0,0,1,0,0
0.36,61.3,4.65,4.61,2.84,0,0,0,1,0,0
0.57,61.1,5.34,5.37,3.27,0,0,0,0,1,0
0.77,61.3,5.91,5.94,3.63,0,0,0,1,0,0
2.3,61.8,8.48,8.45,5.23,0,0,0,0,1,0
0.31,60.2,4.37,4.4,2.64,0,0,0,0,0,0
0.57,61.9,5.34,5.32,3.3,0,1,0,0,0,0
0.31,63.3,4.34,4.35,2.75,0,0,0,0,0,1
0.59,60.1,5.44,5.48,3.28,0,1,0,0,0,0
0.32,61.5,4.42,4.39,2.71,0,1,0,0,0,0
0.51,61.0,5.17,5.16,3.15,0,0,1,0,0,0
0.31,62.0,4.34,4.37,2.7,0,0,0,1,0,0
0.51,61.8,5.11,5.08,3.15,1,0,0,0,0,0
0.32,61.5,4.38,4.4,2.7,1,0,0,0,0,0
0.4,62.3,4.67,4.7,2.92,0,0,0,0,1,0
1.23,62.7,6.81,6.77,4.26,0,0,0,0,0,1
1.32,61.6,7.03,7.08,4.35,0,0,1,0,0,0
1.02,59.8,6.56,6.58,3.93,0,0,0,1,0,0
1.07,62.0,6.53,6.57,4.06,0,0,0,0,0,1
1.27,60.2,7.04,6.99,4.22,0,0,0,1,0,0
0.66,61.9,5.61,5.64,3.48,1,0,0,0,0,0
0.71,62.6,5.61,5.54,3.49,0,0,0,0,1,0
2.42,62.3,8.63,8.55,5.35,0,0,0,0,0,1
1.15,62.9,6.62,6.7,4.19,0,0,1,0,0,0
1.22,59.0,6.96,7.08,4.14,0,0,0,0,0,0
0.51,62.4,5.08,5.12,3.18,0,1,0,0,0,0
0.7,64.8,5.49,5.59,3.59,0,0,0,1,0,0
0.36,60.1,4.66,4.62,2.79,0,0,0,0,0,0
1.08,59.4,6.7,6.63,3.96,0,0,1,0,0,0
2.01,62.0,8.04,8.1,5.0,0,0,0,0,0,1
1.19,60.3,6.83,6.93,4.15,0,0,0,1,0,0
0.72,60.8,5.77,5.84,3.53,1,0,0,0,0,0
1.0,58.3,6.55,6.48,3.8,0,0,0,0,0,0
0.25,61.1,4.03,4.06,2.47,1,0,0,0,0,0
0.7,60.7,5.75,5.72,3.48,0,0,0,0,0,0
1.03,61.1,6.46,6.51,3.96,0,0,0,1,0,0
0.41,63.5,4.7,4.75,3.0,0,0,0,0,0,1
0.3,61.9,4.32,4.28,2.66,0,0,1,0,0,0
0.32,60.3,4.42,4.44,2.67,0,0,0,0,0,0
1.16,62.7,6.67,6.76,4.21,0,0,0,0,1,0
0.52,61.7,5.17,5.21,3.2,0,0,1,0,0,0
1.12,62.7,6.66,6.61,4.16,0,0,0,1,0,0
1.1,61.3,6.68,6.62,4.08,0,1,0,0,0,0
1.01,62.7,6.4,6.45,4.03,1,0,0,0,0,0
0.52,61.2,5.2,5.23,3.19,0,0,1,0,0,0
0.72,62.8,5.71,5.73,3.59,0,0,0,0,0,1
1.01,65.1,6.27,6.22,4.07,0,0,1,0,0,0
1.56,62.7,7.34,7.39,4.62,0,1,0,0,0,0
0.32,62.9,4.38,4.4,2.76,0,0,0,0,0,0
1.07,62.4,6.54,6.47,4.06,0,0,0,0,0,1
0.9,62.5,6.17,6.22,3.87,0,0,0,1,0,0
1.51,60.2,7.44,7.41,4.47,0,0,0,1,0,0
0.25,55.2,4.21,4.23,2.33,1,0,0,0,0,0
1.5,62.9,7.31,7.26,4.58,0,0,0,1,0,0
0.31,62.3,4.33,4.34,2.7,0,1,0,0,0,0
2.0,61.5,8.04,8.0,4.93,0,0,0,1,0,0
0.52,60.9,5.17,5.21,3.16,0,0,0,0,0,0
1.19,60.8,6.86,6.88,4.18,0,0,0,1,0,0
0.51,62.6,5.06,5.1,3.18,0,0,0,0,0,1
1.0,59.5,6.52,6.49,3.87,0,0,0,0,0,0
1.16,63.7,6.55,6.63,4.2,0,1,0,0,0,0
1.21,61.5,6.87,6.83,4.21,0,1,0,0,0,0
0.57,61.4,5.35,5.3,3.27,0,1,0,0,0,0
0.75,63.7,5.73,5.77,3.66,0,0,0,0,1,0
1.5,62.4,7.23,7.36,4.55,0,0,0,0,0,0
0.71,61.9,5.75,5.69,3.54,0,0,0,0,1,0
0.31,62.1,4.35,4.38,2.71,0,1,0,0,0,0
0.31,62.0,4.34,4.38,2.7,0,1,0,0,0,0
1.02,62.9,6.36,6.4,4.01,0,0,1,0,0,0
1.04,62.3,6.39,6.48,4.01,0,0,0,0,0,0
0.35,60.7,4.57,4.59,2.78,1,0,0,0,0,0
0.72,61.6,5.76,5.73,3.54,0,0,0,0,0,1
0.79,62.8,5.86,5.89,3.69,0,1,0,0,0,0
0.39,60.6,4.81,4.76,2.9,0,0,0,1,0,0
0.33,63.0,4.42,4.4,2.78,0,1,0,0,0,0
0.58,59.6,5.43,5.38,3.22,1,0,0,0,0,0
0.46,61.8,4.97,4.93,3.06,0,0,0,0,0,1
0.9,62.0,6.14,6.16,3.81,0,1,0,0,0,0
1.5,62.5,7.27,7.23,4.53,0,0,1,0,0,0
1.0,61.4,6.44,6.42,3.95,1,0,0,0,0,0
0.3,62.5,4.31,4.26,2.68,1,0,0,0,0,0
0.28,61.4,4.19,4.22,2.58,0,0,1,0,0,0
0.5,60.2,5.21,5.15,3.12,0,0,0,0,0,0
0.74,59.9,5.91,5.87,3.53,0,0,0,1,0,0
1.61,61.6,7.52,7.54,4.64,0,0,0,0,0,1
0.5,61.4,5.17,5.09,3.15,1,0,0,0,0,0
0.3,61.0,4.33,4.29,2.63,0,0,0,0,0,0
0.3,61.5,4.32,4.36,2.66,0,0,0,1,0,0
1.23,62.2,6.81,6.86,4.25,0,1,0,0,0,0
0.51,60.8,5.24,5.19,3.17,1,0,0,0,0,0
0.34,62.3,4.44,4.48,2.78,0,1,0,0,0,0
1.01,60.4,6.31,6.34,3.82,0,0,1,0,0,0
0.71,64.3,5.64,5.59,3.61,0,0,0,0,0,0
0.71,59.0,5.9,5.87,3.47,1,0,0,0,0,0
1.0,64.2,6.32,6.26,4.04,0,1,0,0,0,0
0.57,60.4,5.4,5.36,3.25,1,0,0,0,0,0
0.48,61.3,5.01,4.97,3.06,0,1,0,0,0,0
1.01,67.8,6.07,6.02,4.1,0,0,1,0,0,0
0.4,63.0,4.69,4.7,2.96,0,0,0,0,0,0
0.3,61.1,4.34,4.36,2.65,1,0,0,0,0,0
0.4,61.9,4.73,4.74,2.93,0,0,0,0,1,0
0.91,61.6,6.14,6.24,3.81,0,1,0,0,0,0
0.31,60.8,4.4,4.42,2.68,0,0,1,0,0,0
1.22,64.0,6.75,6.68,4.3,0,0,1,0,0,0
0.32,61.8,4.41,4.43,2.73,0,0,1,0,0,0
0.5,64.6,5.01,4.99,3.23,0,1,0,0,0,0
0.53,62.5,5.19,5.18,3.24,0,0,1,0,0,0
0.56,60.7,5.34,5.31,3.23,1,0,0,0,0,0
0.56,59.6,5.36,5.34,3.19,0,1,0,0,0,0
1.03,62.8,6.4,6.52,4.06,1,0,0,0,0,0
1.01,62.4,6.42,6.36,3.99,1,0,0,0,0,0
0.42,62.0,4.85,4.83,3.0,0,0,0,0,1,0
1.0,60.7,6.41,6.38,3.88,1,0,0,0,0,0
1.2,62.9,6.75,6.79,4.26,0,0,0,0,1,0
0.52,60.9,5.21,5.17,3.16,0,0,0,0,0,0
1.0,61.6,6.44,6.38,3.95,1,0,0,0,0,0
0.32,60.1,4.42,4.47,2.67,1,0,0,0,0,0
0.3,58.7,4.37,4.32,2.55,0,0,0,1,0,0
1.68,61.1,7.63,7.7,4.68,0,1,0,0,0,0
1.01,64.5,6.27,6.19,4.02,0,1,0,0,0,0
0.91,61.1,6.24,6.19,3.8,0,1,0,0,0,0
0.94,61.9,6.29,6.21,3.87,0,0,0,1,0,0
0.41,61.1,4.8,4.83,2.94,0,1,0,0,0,0
0.77,63.4,5.81,5.74,3.66,0,0,0,0,1,0
0.54,58.8,5.35,5.29,3.13,0,0,0,0,1,0
1.28,62.1,6.91,6.94,4.3,0,0,1,0,0,0
0.38,61.5,4.66,4.7,2.88,0,0,0,0,0,0
1.06,61.4,6.52,6.55,4.01,0,0,1,0,0,0
0.5,61.8,5.11,5.15,3.17,0,0,0,0,0,0
0.31,63.1,4.34,4.28,2.72,0,1,0,0,0,0
0.31,63.6,4.32,4.29,2.74,0,0,0,1,0,0
1.01,62.7,6.3,6.34,3.96,0,1,0,0,0,0
0.7,62.4,5.68,5.61,3.52,0,0,0,0,0,0
0.32,62.1,4.42,4.4,2.74,0,0,1,0,0,0
1.23,63.6,6.77,6.73,4.29,0,0,0,0,0,1
1.03,60.6,6.53,6.63,3.99,0,0,0,1,0,0
1.2,58.6,6.96,7.01,4.09,0,0,0,1,0,0
0.32,61.0,4.47,4.42,2.71,0,0,0,0,1,0
1.5,64.7,7.22,7.15,4.65,0,1,0,0,0,0
1.51,66.9,7.13,7.09,4.75,0,0,0,1,0,0
0.7,62.0,5.61,5.64,3.49,1,0,0,0,0,0
0.33,60.2,4.52,4.48,2.71,1,0,0,0,0,0
0.32,63.6,4.37,4.34,2.77,0,1,0,0,0,0
0.5,61.4,5.1,5.06,3.12,1,0,0,0,0,0
0.31,60.4,4.35,4.43,2.65,0,1,0,0,0,0
1.23,61.9,6.92,6.89,4.27,0,1,0,0,0,0
1.0,62.1,6.34,6.45,3.97,0,0,1,0,0,0
0.42,62.1,4.8,4.83,2.99,0,0,1,0,0,0
0.5,62.1,5.12,5.15,3.19,0,0,1,0,0,0
0.3,62.5,4.25,4.29,2.67,0,0,0,0,1,0
0.72,61.0,5.81,5.83,3.55,0,0,1,0,0,0
0.35,60.6,4.6,4.58,2.78,0,0,1,0,0,0
1.01,56.8,6.5,6.45,3.68,0,0,0,0,0,0
1.5,61.9,7.33,7.31,4.53,0,1,0,0,0,0
1.5,63.2,7.28,7.24,4.59,0,0,0,0,1,0
1.03,61.1,6.55,6.52,3.99,0,0,0,1,0,0
0.9,61.9,6.21,6.23,3.85,0,0,0,0,1,0
0.71,61.7,5.78,5.8,3.57,1,0,0,0,0,0
0.32,64.0,4.31,4.35,2.77,0,0,1,0,0,0
0.34,63.5,4.48,4.44,2.83,0,1,0,0,0,0
1.19,60.8,6.87,6.84,4.17,0,0,0,1,0,0
0.28,61.8,4.21,4.24,2.61,1,0,0,0,0,0
1.28,61.8,6.95,6.99,4.31,0,0,1,0,0,0
1.57,61.4,7.48,7.52,4.61,0,0,1,0,0,0
0.3,62.8,4.25,4.22,2.66,0,0,0,1,0,0
1.0,62.2,6.37,6.29,3.94,0,1,0,0,0,0
1.63,59.8,7.57,7.64,4.55,0,1,0,0,0,0
1.09,60.2,6.66,6.7,4.02,0,0,1,0,0,0
0.41,61.8,4.75,4.8,2.95,1,0,0,0,0,0
1.01,62.4,6.43,6.36,3.99,0,1,0,0,0,0
0.7,59.4,5.78,5.76,3.43,0,0,0,0,0,0
0.76,61.6,5.83,5.79,3.58,1,0,0,0,0,0
0.41,63.4,4.73,4.7,2.99,0,0,1,0,0,0
1.51,62.2,7.27,7.29,4.53,0,1,0,0,0,0
0.32,63.0,4.39,4.34,2.75,0,0,0,0,1,0
0.3,61.9,4.31,4.28,2.66,1,0,0,0,0,0
0.41,62.3,4.74,4.79,2.97,0,0,0,0,0,0
0.9,62.3,6.18,6.12,3.83,0,0,0,0,1,0
1.75,61.6,7.73,7.75,4.77,0,0,0,1,0,0
1.56,61.6,7.51,7.45,4.61,0,0,0,1,0,0
0.3,62.2,4.24,4.28,2.65,0,0,0,0,0,0
0.62,61.3,5.55,5.47,3.38,0,1,0,0,0,0
1.0,67.0,6.25,6.12,4.16,0,0,0,1,0,0
0.53,62.3,5.15,5.18,3.22,0,0,0,0,0,0
1.01,59.3,6.54,6.58,3.89,0,0,1,0,0,0
1.0,60.1,6.5,6.47,3.9,0,0,0,0,1,0
0.31,61.2,4.37,4.32,2.66,0,0,0,0,0,0
0.7,59.9,5.76,5.7,3.43,1,0,0,0,0,0
0.55,61.2,5.28,5.3,3.24,1,0,0,0,0,0
