carat,table,x,y,z,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
1.01,60.0,6.38,6.39,4.01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3,55.0,4.33,4.36,2.7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.59,57.0,5.35,5.4,3.32,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.01,60.0,6.25,6.23,3.98,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.58,56.0,5.35,5.38,3.3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.5,55.0,5.01,5.08,3.24,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3,54.0,4.32,4.35,2.69,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.7,56.1,5.72,5.77,3.53,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.2,57.0,6.76,6.8,4.23,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.76,61.0,5.99,5.96,3.51,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.42,58.0,4.81,4.85,2.94,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.0,57.0,6.34,6.47,3.95,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.31,58.0,4.4,4.36,2.69,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.31,54.0,4.4,4.41,2.71,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.02,60.0,6.33,6.42,4.03,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.62,57.0,5.47,5.5,3.44,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.41,56.0,7.21,7.15,4.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.0,62.0,6.19,6.08,4.01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.4,58.0,4.75,4.79,2.88,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.4,59.0,4.74,4.76,2.89,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.7,60.0,5.65,5.61,3.51,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.32,55.0,4.42,4.45,2.74,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.31,59.0,4.34,4.38,2.71,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.41,54.0,4.79,4.81,2.96,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.52,56.0,5.21,5.22,3.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.41,56.0,4.83,4.8,2.91,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.97,59.0,6.41,6.47,3.84,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.9,55.0,6.2,6.16,3.88,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.04,58.0,6.65,6.72,3.92,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.58,55.0,5.34,5.39,3.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.41,56.0,4.81,4.78,2.93,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.02,59.0,6.41,6.37,4.04,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.25,57.0,4.08,4.12,2.51,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.95,61.0,6.45,6.41,3.79,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.4,55.0,4.67,4.7,2.98,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.01,57.0,6.45,6.4,3.92,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.3,55.0,4.32,4.34,2.7,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.38,58.0,4.73,4.68,2.86,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.4,56.0,4.74,4.68,2.92,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.75,66.0,6.2,6.04,3.37,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.11,58.0,6.79,6.73,4.08,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.34,55.0,4.47,4.51,2.8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.91,57.0,6.26,6.34,3.8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.52,58.0,5.18,5.24,3.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.01,58.0,6.33,6.27,3.99,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.4,59.0,4.71,4.67,2.93,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.32,55.0,4.41,4.44,2.75,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.02,56.0,6.37,6.41,4.04,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9,59.0,6.13,6.17,3.83,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.53,54.0,5.23,5.25,3.23,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.22,59.0,8.24,8.2,5.17,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.36,58.0,4.63,4.6,2.81,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.7,55.0,5.68,5.74,3.58,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.02,55.0,6.46,6.52,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.72,54.5,5.77,5.8,3.57,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.5,62.0,7.56,7.39,4.29,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0.59,60.0,5.42,5.37,3.3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,57.0,6.33,6.4,3.97,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.74,58.0,5.93,5.99,3.52,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.09,55.0,6.64,6.58,4.13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.32,55.0,4.41,4.39,2.73,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.46,55.0,4.98,5.01,3.07,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.72,58.0,5.71,5.75,3.58,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.06,56.0,6.49,6.52,4.07,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.51,59.0,7.28,7.31,4.58,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.52,54.0,5.21,5.2,3.19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2.01,61.0,7.74,7.78,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.51,61.0,7.08,7.02,4.63,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1.01,58.0,6.25,6.2,4.02,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.07,55.0,6.56,6.6,4.08,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.7,59.0,7.59,7.64,4.71,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.22,57.0,6.85,6.8,4.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.33,56.0,4.43,4.47,2.74,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.7,60.0,5.7,5.59,3.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.23,57.0,3.94,3.97,2.43,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.33,58.0,4.43,4.4,2.74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.4,57.0,4.74,4.77,2.9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.73,57.0,5.79,5.84,3.56,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.01,55.0,6.44,6.34,4.05,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.91,60.0,6.13,6.16,3.77,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.1,57.0,6.65,6.71,4.08,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.01,61.0,6.47,6.51,3.87,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.39,58.0,4.7,4.73,2.89,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.7,58.0,7.73,7.68,4.69,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.7,56.0,5.76,5.81,3.53,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.25,58.0,6.98,6.91,4.27,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.76,60.0,5.89,5.85,3.56,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.3,58.0,4.22,4.25,2.67,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.56,57.0,7.4,7.36,4.63,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.02,55.0,6.41,6.46,4.02,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.79,56.0,5.98,6.02,3.65,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.41,55.0,4.78,4.81,2.95,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.05,59.0,6.43,6.47,4.04,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.9,54.0,6.1,6.08,3.85,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.9,54.0,6.08,6.11,3.91,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.71,58.0,5.69,5.75,3.59,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.23,55.0,3.95,3.98,2.43,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.31,55.0,4.37,4.42,2.69,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.01,55.0,6.48,6.58,3.98,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.88,61.0,6.16,6.13,3.74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3,59.0,4.32,4.3,2.62,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.58,57.0,5.32,5.36,3.32,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.08,56.0,6.57,6.54,4.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.01,60.0,6.28,6.35,3.98,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.26,56.0,4.09,4.11,2.53,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.52,57.0,5.16,5.2,3.16,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.32,55.0,4.34,4.37,2.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.4,57.0,7.28,7.38,4.33,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2.22,57.0,8.47,8.42,5.14,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.18,54.0,6.99,6.92,4.15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.62,63.0,5.54,5.49,3.28,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.36,59.0,4.57,4.53,2.83,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.27,56.0,4.2,4.31,2.53,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.33,55.0,4.45,4.49,2.77,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.51,58.0,5.17,5.2,3.17,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.52,57.0,5.16,5.2,3.17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.72,55.0,5.77,5.81,3.57,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.54,56.0,7.22,7.14,4.67,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.51,62.0,7.47,7.31,4.39,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.09,55.0,6.58,6.62,4.11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.51,57.0,5.11,5.09,3.18,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.27,60.0,4.03,4.09,2.59,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.44,54.0,4.91,4.95,3.05,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.41,59.0,4.71,4.73,2.91,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.51,54.0,5.07,5.02,3.31,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.47,55.0,7.34,7.24,4.55,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.01,62.0,6.32,6.38,3.97,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.3,57.0,4.26,4.28,2.67,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.3,60.0,4.31,4.28,2.59,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.01,58.0,6.38,6.42,4.02,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.9,59.0,6.1,6.06,3.82,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.51,59.0,5.16,5.1,3.13,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.31,56.0,4.3,4.32,2.73,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.51,57.0,7.2,7.32,4.62,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.43,55.0,4.8,4.79,3.06,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.23,57.0,6.95,7.03,4.19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.36,57.0,4.53,4.56,2.85,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.41,57.0,4.78,4.73,3.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.72,59.0,7.62,7.55,4.72,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.43,57.0,4.84,4.79,3.01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.42,53.0,4.83,4.85,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.0,58.0,6.45,6.41,3.98,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.23,61.0,3.98,4.01,2.35,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.01,59.0,6.49,6.45,3.91,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.5,57.0,5.1,5.16,3.15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.79,56.0,5.9,5.93,3.67,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.34,57.0,4.54,4.57,2.75,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.03,56.0,6.47,6.53,4.01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.72,56.5,5.76,5.79,3.55,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.03,62.0,6.73,6.69,3.77,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.01,55.0,6.31,6.33,3.99,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.62,59.0,5.46,5.5,3.39,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.25,59.0,6.86,6.88,4.27,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.51,61.0,5.26,5.21,3.11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.33,56.0,4.45,4.47,2.75,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.43,56.0,4.86,4.9,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.6,56.0,7.51,7.43,4.64,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.22,55.0,6.83,6.87,4.25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.32,60.0,4.42,4.36,2.69,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.32,57.0,4.43,4.41,2.71,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.31,56.0,4.35,4.37,2.67,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.66,56.3,5.47,5.55,3.48,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.31,53.0,4.32,4.3,2.73,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.02,58.0,6.52,6.48,3.92,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.36,55.0,4.58,4.61,2.84,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.72,62.0,5.75,5.72,3.51,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.41,58.0,4.73,4.76,2.97,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.3,59.0,4.32,4.3,2.67,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.31,58.0,4.33,4.37,2.74,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.23,58.0,6.91,6.85,4.24,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.48,60.9,5.12,5.19,2.97,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.0,55.0,6.44,6.49,3.99,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.33,55.0,4.5,4.55,2.72,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.56,59.0,5.34,5.36,3.24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.58,56.0,7.39,7.44,4.65,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.76,56.0,5.88,5.84,3.62,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.3,57.0,4.26,4.29,2.68,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.51,58.0,7.4,7.36,4.58,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.32,59.0,4.44,4.39,2.7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.21,57.0,6.84,6.78,4.25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.01,60.0,6.32,6.27,3.92,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.21,58.0,6.97,7.01,4.16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.77,59.0,5.9,5.95,3.55,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3,63.0,4.24,4.26,2.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.52,56.0,5.25,5.22,3.17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.41,58.0,4.68,4.73,2.95,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.31,56.0,4.38,4.41,2.67,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.8,59.0,5.95,5.88,3.72,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.53,58.0,5.27,5.3,3.2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.71,59.0,5.71,5.67,3.52,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.33,55.0,4.43,4.46,2.77,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.31,55.0,4.31,4.26,2.77,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.42,57.0,4.87,4.84,2.96,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.08,57.0,6.53,6.56,4.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.51,56.0,5.05,5.1,3.19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.3,59.0,4.25,4.22,2.68,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2.17,59.0,8.43,8.35,5.09,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1.59,58.0,7.51,7.45,4.65,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.0,60.0,6.35,6.3,3.98,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.4,56.0,4.69,4.66,2.98,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2.51,55.0,8.51,8.6,5.46,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.72,58.0,5.76,5.73,3.54,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.51,59.0,5.12,5.16,3.14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.51,61.0,5.06,5.07,3.18,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.4,59.0,4.7,4.73,2.96,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2.05,58.0,8.25,8.22,4.96,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.34,56.0,7.0,7.08,4.38,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.92,59.0,6.17,6.14,3.84,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.52,60.0,7.52,7.63,4.41,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.06,56.0,8.12,8.17,5.05,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.51,57.0,7.25,7.32,4.55,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.52,57.0,5.14,5.19,3.19,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.22,61.0,6.94,6.88,4.19,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.54,55.0,5.26,5.24,3.24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9,59.0,6.26,6.3,3.79,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,57.0,6.34,6.38,3.95,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.0,57.0,6.37,6.41,3.96,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.32,56.0,4.48,4.44,2.71,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.73,57.0,5.77,5.8,3.57,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7,61.5,5.77,5.84,3.42,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.01,60.0,6.37,6.41,3.95,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.42,56.0,4.84,4.88,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.61,56.0,5.42,5.44,3.37,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.21,56.0,6.75,6.79,4.21,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.7,60.0,5.91,5.88,3.42,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.0,57.0,6.2,6.13,4.17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.21,58.0,6.89,6.84,4.23,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.3,55.0,4.32,4.35,2.68,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.3,59.0,4.34,4.33,2.63,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.31,55.0,4.33,4.32,2.74,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.41,56.0,4.78,4.76,2.97,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
